Cluster ID,Playlist ID,Playlist Title,Tracks
27,17,mom's playlist,"jackie wilson, need dollar, wake acoustic, , ""happy """"despicable 2"""""", mirrors, locked heaven, uptown funk, shut dance, like warrior, hold hand, stronger, stay acoustic, lips movin, wrong, bass, one day new album, chandelier, found love, wake, laugh matisyahu), budapest, bet life, amsterdam, top world, nothing left say rocks medley, tiptoe, counting stars, ""honey, rolling deep, rumour, pompeii, best day life, gospel, lego house, sing, wanna get better, rollercoaster, rather jess glynne), remind, secrets, geronimo, young volcanoes, believe, die young deconstructed mix, absolutely (story girl) mix, galaxies, treasure, super bass, sledgehammer, everybody talks, everybody talks, 1983, avalanche, work body, anna sun, something good work, cardiac arrest, human, mr. brightside, something better, believe thing called love, danced, twist shout 2009, molecules, hello, cake ocean, giants, relentless young free, way, coming way, collide jonathan thulin), come alive, best 2012: payphone call maybe wide awake starships young, always summer, world, gives hell, kinks shirt, un día de sol"
27,42,road trippin',"shinin', sun daze, cruise, endless summer, crushin', ya, put girl, , show, hell night, road, young crazy, , dance, time love, put, summertime, somethin' 'bout truck, downtown, american honey, day drinking, play, drunk, wagon wheel, life highway, take back road, leave night, house party, something hands, make wanna, damn good friends duet jason aldean, ""honey, ghost, someone new, 21, broke stevie wonder keith urban), wavin' flag coca-cola® celebration mix, like warrior, sound sunshine, shake, love wait, san francisco, geronimo, wasted, toes, island, talk dirty 2 chainz), trumpets, diamonds, classic, wake, smoke, replay, starships, still, want, wrecking ball, can't stop, party u.s.a., like like, fourfiveseconds, cheerleader felix jaehn, locked away, marvin gaye wale), dirt, beer headlights, i'm comin', guy walks bar, loving easy, homegrown, one day, kiss slowly, int'l, means lot, california, high 75, give, us, watch (whip nae nae), trap queen, fight, shut dance, ""hey mama nicki minaj, want want, thinking loud, photograph, lego house, post chris brown jhene aiko), sugar, ""flex (ooh, talking body, nasty freestyle, one day new album, corona lime, whiskey water, wing$, can't hold us ray dalton, ""white walls schoolboy q, oh, holding, house gold, scene five ears see eyes hear, scene three stomach tied knots, should’ve us, hello, home mama, sorry, love, brand new, favorite, almost home, like love, love, fall, like i'm gonna lose, beautiful, heart dixie, ""flashlight """"pitch perfect 2"""" soundtrack"", overwhelmed, forever young fast, one call away, life worth living, made loving, tear heart, 7 years, time, lost boy, gone, closer, cold water justin bieber mø), home, shoulder, ""if want sing, peace train, take back 2.0, ever knew, fire escape, threaten good time, ""young, young blood, waves, masterpiece, time low, home, name love, let, home, ""i hate u, take world, happiness acoustic, sleep floor, town, shape, body like back road, let's eat xperience), unsteady, something like, trouble"
27,115,beach,"upside, sound sunshine, got, one love people get ready, santeria, three little birds, chicken fried, knee deep jimmy buffett), toes, life highway, sun daze, could loved, buffalo soldier, say hey (i love you), buy boat, house party, seein' red, ""courtesy red, beer horses, red solo cup, cheeseburger paradise, fins, son son sailor, margaritaville, come monday, ""changes latitudes, pencil thin mustache, boat drinks, volcano, bama breeze, ain't missing jenn em), summer long, sweet home alabama, beach hawaii, doin' time, beast burden, country girl (shake me), booze cruise, ""get, sweet summer, , amsterdam, break rihanna), come, dream, dude (looks like lady), gold ceiling, good day, good life, hips lie, , bet life, i’m alive (life sounds like), i’m sorry, lonely boy, money power, house, top world, opposite adults, radioactive, rag doll, old dance, schemin drake p. reign), good, sweet emotion, take, underdog, uptown funk, walk way, metropolis, father stretch hands pt. 1, waves, duele el corazon, bailando english, faded, ""sucker pain (with wiz khalifa, chelsea dagger, harlem, ""young, old thing back ja rule ralph tresvant), love college, sympathy devil, paradise, summer nights, living, homecoming, champion, touch sky, erase main, nights, love$ick a$ap rocky), come, sidewalks, shots, wet dreamz, jekyll hyde stacey michelle), daydreamin' jill scott), baba o'riley, ride wit, wild child, slide, shape, american boy kanye west), land free, magic carpet ride, lazy, rum reason, soundtrack 2 life, castaway, island, jump right, ain't rest wicked original, that's need, p.i.m.p., love religion, heatstroke, lord willin', 44 bars, buried alive, semi-charmed life, jordan belfort, homegrown, day dead, lay, blurred lines, i'm one, red red wine, run-around, way things, cabin sea, angel, gimme three steps, love, stand tall, night long, say i'm wrong, ""no woman, spread thin, let go, roots, loving easy, mango tree, whatever takes, brown eyed girl, make dreams, take home, young, things i've done, ""know better travis scott, friend, redbone, welcome jamrock, upper hand, ""hooked feeling (from """"guardians galaxy"""")"", southern nights, taking care business, day day, amber, fever, fly, despacito, feels, body like back road, people back home, sun goes, shiftwork duet george strait, ""no shoes, holiday, drinkin' problem, ""kick, california, ""red, may, girl, smooth, somethin' i'm good, dirt boots, t-shirt, roll, weekend, look good, tomorrow never comes, beautiful drug, dude ms. thing, innermission, craving, drink little beer, smooth like summer, life changes, sweetheart, renegades, unforgettable, pretty girls, peace"
27,121,kyle,"many men (wish death), blank space, scars, $ave dat money fetty wap rich homie quan), professional rapper snoop dogg), miss misery, ever wanted, demons, vaseline, compton, low life, dark necessities, champions, angel, dysfunctional, dead gone justin timberlake), x gon' give ya, cold, beast, 1000hp, hell high water, holy ghost, cinema skrillex, wanna stop, swimming pools (drank), bodies, (fast furious), shepherd fire, stronger, bad guy, careful wish, sickness, stricken, dragula, living dead girl, monster, ""never gonna stop (the red, means war, carry, fourfiveseconds, straight outta compton, speedom (wwc2), ""young, bow, human, (everything do), angels, tee shirt, hey delilah, sad elena coates), one like, back black, highway hell, thunderstruck, shook night long, t.n.t., ""i want miss thing touchstone film, stairway heaven, iron man, war pigs/luke's wall, paranoid, ace spades, run hills 1998, trooper 1998, number beast 1998, fear dark 1998, symphony destruction 2004 digital remaster, holy wars...the punishment due 2004 digital remaster, peace sells 2011, sweating bullets 2004 digital remaster, dystopia, where'd go holly brook jonah matranga) holly brook jonah matranga album, welcome, save life, found, last resort, enter sandman, nothing else matters, master puppets, unforgiven, devil, wait bleed, psychosocial, forget, duality, mississippi queen, ultimate, 100 years, lush life, get low street, pain, animal become, riot, never late, painkiller, break, bully, angel, bad girlfriend, hate life, without, 'till collapse, forever, rap god, afraid, real slim shady, asshole, legacy, cold wind blows, talkin’ 2, space bound, love, bad, 3 a.m., chick bad, ride, chasing cars, ""you're gonna go far, money power, ""me, getting away murder, better dig two, gunslinger, heaven's fire, walk way, eye tiger, final countdown, dancing dark, rock like hurricane, still loving, crazy train, let hear scream, soul sucker, black rain, burn ground, today last day, stand together, someday, gotta somebody, something mouth, kryptonite, without, i'm gone, time, let go, broccoli lil yachty), vengeful one, indestructible, light, immortalized, ten thousand fists, stupify, closer, , stop believin', livin' prayer, give love bad name, jekyll hyde, land confusion, holy diver, love rock 'n' roll, survive, back, i'm believer, still rock roll, awake alive, hero, promise"
27,148,alt jams,"come running, wolves, pressure, stars (hold on), rootless, dreams, dannyboy, nights, wake, hey brother, days, punching dream, kids, electric feel, time pretend, hearts like, take walk, daylight, blame, a-punk, mr. pitiful, underdog, love, outside, san francisco, i'm good, pompeii, top world, time, let roll, stolen dance, river, believer, hit, alive, walking dream, big bang, jungles, machu picchu, miss alissa, high, cheerleader felix jaehn, want know, tongue tied, haunt, i'll alright, rain gold, i'm going, cecilia satellite, blame, renegades, sedona, say dresses), call want, suicide saturday, little grace, whatever forever, broken arrows, silhouettes original, adventure lifetime, runaway (u i), mind manners icona pop), catch release deepend, wake, cheap sunglasses, holiday (keljet remix), stole show, one minute, ride, candyman, i'm ready, dreaming, sweet summer, float, sleeping friend, get give, chelsea dagger, jerk, everywhere, league, electric love, first met, know, heart, dancing glass, gone, pumpin blood, stop (color walls), know, sleep alone, way, magic, know, 16 years, oceans, safe sound, higher, let, upside inside, wish (my taylor swift), soul surfing, show way, bull ride, baja (only wanna you), blood, old blues, tearing, high low, monkey tree uk mix, someday, fingers crossed, sodium vapor, changing seasons, i'm alive, rawnald gregory erickson second, wanna dance, afro club, sleepyhead, talk much, kidnap, 1901, ever feel better, lisztomania, young, water fountain, holy ghost, clockwork, wild heart, purple light, naive, ""2, night, roll, sail sun, houdini, pumped kicks, helena beat, pay man, want be?, blossom, love mystical"
27,183,music,"one i'm waiting, escape, high 75, hate consequences, thing worse beating dead horse betting one, girl's ex-boyfriend, useless, bury; us hatchet?, let, apathetic way, hates i've, maintain consciousness, week trend, life death taxes (failure ii), go, mmhmm, truth, escape (acoustic), hate consequences (live capitol studios), ""which bury, hates i've (acoustic), thief, manic monday, dark storms, i've never felt way, old war, reality without, sunrise, scared change, oak island, send hell, age ignorance, invincible, skyfall, truth, apathetic way, escape (acoustic), ""which bury, thinking (acoustic), like lion (always winter), thief, miss, middle, get faster, sadie hawkins dance, absolutely (story girl) mix, must done something right, mr. brightside, thinking, cautioners, bye bye bye rock, dark horse rock, wrecking ball rock, radioactive rock, mirrors rock, stay rock, skyfall, breakeven, calling skeletons, lied fbi, mercy, help, kryptonite, ""you're gonna go far, iris, love like, cigarette daydreams, chop suey!, , goodnight moon, go hell, far, love middle firefight, fate, 17 crimes, pretty little thing, gondola ride paris, diary jane, say sooner, elastic heart, everlong, cecilia satellite, high dive, aurora ave, hate everything"
27,202,cash,"arch point, bed bath beyond, u handle it? confession special edition, zone, celebration drake, cece's interlude, change positions, climax, you..., fall type, float, make last forever (with jacci mcghee), foreplay chris brown, lay, makin' good love, twisted, meeting bed room, loft music, body, sweet lady, nice slow, bs, making love (into night), say, say yes, sex music, remember weeknd, shut, anxious, take time, slowly, way move, woman's work mtv unplugged, keke wyatt, wicked games, tank) tank explicit album, party party, read mind, i'll make love, untitled (how feel), crew love, nobody athena cage) athena cage lp, mattress music, lately, compliments t.i. kris stephens, goes baby, sumthin' sumthin', morning, need, let get toes, freak'in, crown royal, somethin bout, make love, high, kisses low, remember weeknd, signs love makin', sex never felt better, i.o.u., ascension (don't ever wonder), fire make, bad tiara thomas), first love"
27,245,90s,"want want, kiss, top world, kids america, celebrity skin, suddenly see, cruel kind, (an everlasting love), calypso, speak, l-o-v-e 1992 digital remaster, closing time, bad bone, small things, believe magic, teenage dirtbag, littlest things, goes, girl, like, home, f.n.t., jessie's girl, take away, island sun, want back, comes sun, (forget me), mr. brightside, santeria, save tonight, what's age again?, loser, one way another 2001 remaster, honestly, dirty little secret, fool love, girl, ""boulevard broken dreams john gallagher jr., zombie, buzzin', lovely, girl, scrubs, say name, wannabe, (you drive me) crazy, ""bills, lovefool, star, wonderwall, hypnotize 2014, want want, perfect day, nice 2000 remaster, american pie, ""oh, angel, jessie's girl, built way (slow remix), sweet caroline, i'm believer"
27,256,top,"wanna know?, no. 1 party anthem, wanna, why'd call high?, october, holding life, meyrin fields, best friend, coming age, nevermind alternate, stop (color walls), men, evil friends, modern jesus, purple yellow red blue, work day, everyone golden, santeria, got, doin' time, date rape, sweater weather, afraid, wires, riptide, rude, doses mimosas, strip, i'm alive, rawnald gregory erickson second, miss jackson lolo) lolo, write sins tragedies, gospel, sarah smiles, bad blood, little talks, mountain sound, skinny love, fergalicious, #getitright, drive, thang, motto, guap, daydreamin', el scorcho, buddy holly, penny lane, feels like go backwards, simple, possess heart, hollaback girl, young folks, chills, walker, use somebody, smells like teen spirit, tongue tied, ain't fun, come, dangerous joywave), bad tiara thomas), power trip, take church, beware dog, shoshan"
27,281,mayer,"lenny man side birmingham, repair, stupid mouth, neon nokia theatre, ever get around living, love verb, perfectly lonely, think nokia theatre, wait tomorrow nokia theatre, gravity concert, repair acoustic, waiting world change, clarity, vultures, wheel, covered rain birmingham, back, mind nokia theatre, come back bed, st. patrick's day, georgia birmingham full, city love, dear marie, gravity nokia theatre, something like olivia, everyday blues nokia theatre, call breeze, daughters home demo, georgia nokia theatre, try concert, queen california, another kind green concert, come call nokia theatre, good love way acoustic, good love way nokia theatre, stitched john mayer, need doctor nokia theatre, waiting world change ben harper, trust (with loving you), got woman concert, one baby (and one road), daughters, come back bed, shadow days, new deep, city love birmingham, victoria ep, lies, magnolia, wait, moving getting, free fallin' nokia theatre, still feel like man, rosie, moving getting, still feel like man, gravity, clarity ohio"
27,306,mixtape,"1-800-273-8255, xo tour llif3, neighbors, erase social, rockstar, bank account, way life goes oh wonder), real, neon guts pharrell williams), malfunction, congratulations, fake love, drowning kodak black), foldin clothes, 4 eyez, tale 2 citiez, g.o.m.d., love yourz, talk, perplexing pegasus, feelings mutual, numb, fall apart, butterfly effect, patty cake, magnolia, candy paint, sauce, bounce back"
27,334,90s alternative,"island sun, firestarter, closer free, circles, self esteem, sink bottom, big bang baby, come, got girl, sabotage, goes, heart-shaped box, everlong, novocaine soul, bound floor, lovefool, smells like teen spirit, apologies, even flow, nightswimming, everybody hurts, how's going, everything everyone, alone, every morning, losing religion, body movin' 2009 digital remaster;, bang blame, could see, meantime, til hear, smells like teen spirit, cumbersome, rain, epic, hey jealousy, bloom nevermind, even flow, got, jeremy, never, mr. jones, lump, buddy holly, caught stealing, want, semi-charmed life, alive, ball chain, cannonball, freak leash, drive, basket case, even flow, everlong, what'cha want 2009 digital remaster, interstate love, come, smells like teen spirit, kryptonite, look back anger, american music, killing softly, small things, whoomp!, island sun, shout, bubbly, mr. brightside, man can't moved, shine, sells sanctuary (2009 re-master), 2 legit 2 quit saja, u can't touch, baby got back, boys cry, get give, save tonight, crazy, killing softly, can't get enough, personal jesus, wanna cowboy 2006 remaster, city sleeps, creep, hip hop hooray, o.p.p., little miss can't wrong, jump around, stars sydney opera house, blister sun 2002, add 2002, gone daddy gone 2002, prove love 2002, could anything, insane brain, head like hole slate, personal jesus, alive, senses working overtime 2001 remaster, mayor simpleton 2001 remaster, , feel pain, love tear us apart, tricky, , shimmer, santeria, things make go hmmmm...., sex candy, cotton eye joe, plush, shimmer, dammit, good riddance (time life), two princes, come around, lightning crashes, slide, give away, good, world know, found, better man"
27,357,boris,"khala friend, bone machine, dance mess around, one dance, get high vip mix, better, medicine original mix, first vietnamese war, cents, buick mackane, erinner dich, la cumbia del mole, control, hold, ""some time alone, wolves, fml, work, needed, desperado, father stretch hands pt. 1, new god flow.1, norwegian wood (this bird flown), transmission, mambo mexicano, nación apache, amada amante, international playgirl (the last famous international playboys), la llama, estuvo bien (suedehead), mother: otra vez huyendo sin despedirme, summer, chandini chowk, butterfly effect, gimme shelter, sirumba, pish, gimme shelter, across sea, la façon dont la machine vers l'arrière al lover, sandinista, ricochet, amused, je suis la montagne, lost mind, europe lost, avant gardener, gosh, corporeal, fado menor, chicago, walls, modern age, coffee tv, wanna adored, ""cherry, bees, naomi, low light, ""yeah, frank's track, walrus love, blessings, ""siri, man, ""get, saved old times, like ship, desire lines, godless, bombay boogie, fredag, time, cold blooded, stay closer, what's head?, let, street fighting man, vad hände med dem?, urban animal original mix, hippie hippie hourrah, hide sun, eagles dare, cuttooth, love happiness, ivy, pink + white, pyramid, lust, maneater, roadrunner, hole, rollercoaster [single version], handshake drugs, think (about it), mayflower, dig, brian jones, isolation culture, amor fati, cler achel, war, come andy play milky night, white fire, oh! sweet nuthin' 2015, journey satchidananda, latyrx, baby blue, un soir chez norris, methods, forest, apologies, new bae, sleepless mc det), running mardi gras, mind daze, í alvöru talaõ, told i'd guys, action, bad vibrations, love, mary please, infinite wisdom tooth last night bed, currency, mask, 30 century man, ""hey, feel still, hey jude, sunsick day, born sunset, two us, friendlies, fine flow, robot stop, believe everything, tossing tears, work time, occidental front, candy flu, roses, digsaw, beyond belief, muévelo negro, passionfruit, turnstile blues, handle vibe, right time, walls, walrus love, mesmerize time space machine, question answered, written reverse, portland, put seed ear, white stone, somedays, hanging hope, blowup, coming, i'm green 2004"
27,358,meow,"secret love, piece piece idol, hello, air, dark side, one last time, love harder, black widow, pretty girls, fancy, ""love like """"fifty shades grey"""""", big girls cry (personal), team, royals, wildest dreams (radio edit), safe sound hunger games soundtrack, love, cheap thrills, hotline bling, woods (acoustic) [feat. jake coco], like i'm gonna lose, better i'm dancin', problem, love like love, party u.s.a., talking body, habits (stay high), beg, fancy, lightweight, fix heart, give heart break, skyscraper, marvin gaye wale), , close eyes, good, selfish heart, 7 years, roses, black magic, want want, ""i hate u, want u back, chandelier, heart attack, one night, hair, brave, love, break free, something way move, stone cold, halo, photograph, stand, elastic heart, bo$$, should’ve us, bang bang, glamorous, fuck, love top, young, flawless, titanium sia) sia, let, put records, ask, almost never enough, lost boy, fourfiveseconds, one, empire state mind (part ii) broken, try"
27,400,summer 2015,"raised pray, nowhere town, dixieland delight, smoke, lose mind, give straight, b.y.h.b., ""john cougar, 35 mph town, sober, could us, real life, nowhere fast, shut, break, that's summertime, mind reader, middle nowhere, wanna hear, mind reader, buy boat, somewhere go, night's fire, ""a long, cheerleader felix jaehn, want want, way monty), sunday candy, save rainy day, american love, learned, scarecrows, back backroads, hallelujah, faith brooklyn jhameel), taste, bad, good company, planez, razor blade"
27,404,⚡️,"action cat, fat lip, deep, i'm sick, fully alive, cassie, sorrow, around, , breathe today, last great star hollywood, smells like teen spirit, makedamnsure, cute without 'e' (cut team), liar (it takes one know one) takes one know one album, ocean avenue, what's age again?, small things, roller coaster, dead arrival, lawyer made us change name get sued, ""dance, ""sugar, nobody puts baby corner, 7 minutes heaven (atavan halen), sophomore slump comeback year, slept someone fall boy got stupid written, ""a little less sixteen candles, ohio lovers, niki fm, last nite, rains, con, historic cemetery, suffering, swimming pool, pressure, emergency, that's get, misery business, let flames begin, crushcrushcrush, still, helena (so long goodnight), ""give 'em hell, end, know guys like us prison, i'm okay (i promise), ghost, jetset life gonna kill, interlude, thank venom, hang 'em high, fashion statement deathwish, cemetery drive, never told living, end., dead!, disappear, sharpest lives, welcome black parade, love, house wolves, cancer, mama, sleep, teenagers, disenchanted, famous last words, blood hidden track, sunday morning, speak, girl"
27,436,driving,"drug, sink swim, bad girls club, fashionably late, fuck rest, goddamn, dead!, vampire money, party poison, na na na [na na na na na na na na na], planetary [go!], can't hang, survivor guilt, letting go, paper wings, dirt whispered, help way, let sparks fly, show must go prt. 1, cynics critics, raised wolves, f**k, get, black cat, almost easy, bat country, welcome family, like, basket case, savior, mama, disasterology, fat lip, hell, pain, animal become, courtesy call, megalovania, hell, fight, nerves, wolf sheep's clothing, i'll sleep i'm dead, third wheel, worry, king day, knife, ""you're gonna go far, hurting one, dividing zero, slim pickens right thing rides bomb hell, takes nowhere, half-truism, long way home, (can't get my) head around, spare details, stage, whisper clouds, 2 much love 1 woman, like ghost, sexy drug, self-destruct personality, puppet strings, i'm vampire, going, pirates, fucked kids, god damn, james brown dead (original mix), riot, unbreakable, crazy train, (don't fear) reaper, paint black, feeling, means war, clairvoyant disease, radiant eclipse, second heartbeat, eternal rest, desecrate reverence, chapter four, planets, coming home, heretic, hail king, danger line, buried alive, natural born killer, far away, god hates us, gunslinger, unbound [the wild ride], afterlife, m.i.a., betrayed, wicked end, beast harlot, carry, enter sandman, bad company, war answer, burn, bulletproof, dying breed, place die, death dishonor, american capitalist, coming, die, weight beneath sin, burn mf, wrong side heaven, mama said knock, lift rob halford judas priest), i.m.sin, dot eyes, paint black, nightmare, bad company, like heroin explicit album, radio/video, i-e-a-i-a-i-o, chop suey!, b.y.o.b., violent pornography, get job, war, lied, master universe, catharsis, trooper 1998, nihilist thunderscott), hopes dreams ~ save world, matriarch, coward's way, ten thousand one, call immortal, apex, general dark army, awakening, shadow guide, cleanse bloodlines, false walls, earth ashes, tonight ride, going fighting, test metal, soulstorm, crazy=genius, write sins tragedies"
