Cluster ID,Playlist ID,Playlist Title,Tracks
11,14,90's ,"Down;You Oughta Know - 2015 Remastered;Rooster;Man in the Box;One Week;It's All Been Done;Loser;Good;Hard To Handle;She Talks To Angels;No Rain;What's My Age Again?;Adam's Song;All The Small Things;Run-Around;Hook;Glycerine - Remastered;Far Behind;Tubthumping;December;Shine;Mr. Jones;A Long December;Sugarhigh;Linger;Butterfly;So Much to Say;Barely Breathing;Save Tonight;I'll Be;Inside Out;Santa Monica;Hooch;""Hey Man;Criminal;Learn to Fly;Shimmer - Single Version;Hemorrhage (In My Hands);Follow You Down;Hey Jealousy;Slide;Broadway;Black Balloon;Iris;Longview;Knockin' On Heaven's Door;Flagpole Sitta;Only Wanna Be With You;Warning;Make Yourself;Drive;Stellar - acoustic;Nice to Know You;Jane Says;I Alone;Lightning Crashes;All Over You;Sex And Candy;3AM;Unwell - Remastered Version;Real World;Push;Fade Into You;Closer;Heart-Shaped Box;All Apologies;Smells Like Teen Spirit;In Bloom - Nevermind Version;Lithium;Come As You Are;Spiderwebs;Just A Girl;Don't Speak;Wonderwall - Remastered;Champagne Supernova - Remastered;Pretty Fly (For A White Guy);Jeremy;Better Man - Remastered;Losing My Religion;Scar Tissue;Under The Bridge;All Star;Bullet With Butterfly Wings;Today;Black Hole Sun;Two Princes;Santeria;What I Got;Someday;Every Morning;Fly;Semi-Charmed Life;Jumper - 1998 Edit;How's It Going To Be;If You Could Only See;Meet Virginia;You're a God;Everything You Want;Bitter Sweet Symphony;One Headlight;Desperately Wanting;Good;Extra Ordinary"
48,15,New Songs,Coffee;Wolf;Uncatena;The Stable Song;Amsterdam;Babe I'm Yours;So Good To Me - Re-work
17,16,slow hands,Repeat;Modern Girl;What You Do To Me;Name For You;Say Something Loving;Wild Horses - Acoustic;Never Be Mine;Give It Up;Prurient;Free;Enter Entirely;Over;In Too Deep;Amoeba;I Give You Power;Conversation Piece;Break Apart;Love on the Weekend;Reverend;Black Door;To Be Without You;Breaking Free;All For You;Liar;There's A Girl In The Corner;Mexican Jackpot;Flashlight;You Don't Care About Us;Where Is My Mind? - MTV Unplugged;WEIGHT OFF;Hands Down;Good For You;Friend Hospital;Love Is Mystical;Only Shallow;Lost in the Supermarket;way it goes;Changing;All I Ever Wanted;Ego;Them Changes;Friend Zone;My Fault;Girl Loves Me;Slow Hands;Darling;So Good At Being in Trouble;Green Light;Drivin' Me Wild;You Got Yr Cherry Bomb;NYC;Ceremony - 2015 Remastered Version;Love;Third of May / Ōdaigahara - Edit;Name For You;You Know I'm No Good;Sweet Ophelia;Kill for Candy;The Love You're Given;Girl's Not Grey;Pleasure;Lover's Spit;Ivy;Cold Blue Rain - Acoustic Version;To Be Alone With You;A Certain Type of Girl;The Graveyard Near The House;Show Me;Sunday;Crowds;I Want to Know (Your Love);Over You Again;Anxiety's Door;Answer;Stained Glass;Goin’ Against Your Mind;Pentacle 13;Helplessness Blues;You Remind Me of Home;Hot Thoughts;Sleazy Bed Track - BBC Evening Session 1998;No Woman;Obvious Bicycle;Cape Cod Kwassa Kwassa;In Cold Blood;Feral Love;The Way We Used To;Falling Off;1 Billion Dogs;This Is The Last Time;Popular;Where I Want To Be;Misery;Halfway Home;True Love Waits;No Matter Where We Go;You’ve Got a Woman;Drunk Drivers/Killer Whales;Catamaran;Every Girl - Bonus Track;Don't You Forget It;Doused;Gonna Leave You;Undone - The Sweater Song;Sign of the Times
41,17,Mom's playlist,"Jackie And Wilson;I Need a Dollar;Wake Me Up - Acoustic;All of Me;""Happy - From """"Despicable Me 2"""""";Mirrors;Locked Out Of Heaven;Uptown Funk;Shut Up and Dance;Live Like A Warrior;Hold My Hand;Stronger;Stay With Me - Acoustic Version;Lips Are Movin;Am I Wrong;All About That Bass;One Day - New Album Version;Chandelier;We Found Love;Wake Me Up - Radio Edit;Laugh (feat. Matisyahu);Budapest;I Bet My Life;Amsterdam;On Top Of The World;Nothing Left To Say / Rocks - Medley;Tiptoe;Counting Stars;""Honey;Rolling in the Deep;Rumour Has It;Pompeii;Best Day Of My Life;This Is Gospel;Lego House;Sing;I Wanna Get Better;Rollercoaster;Rather Be (feat. Jess Glynne);Remind Me Who I Am;Secrets;Geronimo;Young Volcanoes;Believe;Die Young - Deconstructed Mix;Absolutely (Story of a Girl) - Radio Mix;Galaxies;Treasure;Super Bass;Sledgehammer;Everybody Talks;Everybody Talks;1983;Avalanche;Work This Body;Anna Sun;Something Good Can Work;Cardiac Arrest;Human;Mr. Brightside;Something Better;I Believe In A Thing Called Love;And We Danced;Twist And Shout - Remastered 2009;Molecules;Hello - Single Edit;Cake By The Ocean;Giants;Relentless - Young & Free Remix;On Our Way;Coming Your Way;Collide (feat. Jonathan Thulin);Come Alive;Best of 2012: Payphone / Call Me Maybe / Wide Awake / Starships / We Are Young;Always Summer;This World Is Yours;Gives You Hell;Kinks Shirt;Un Día de Sol"
11,19,melancholy,"Cold Fame;Things Behind The Sun;Swim Club;Close to Nowhere;Whispered Words (Pretty Lies);Goshen;Mad Mary;Having It All;""Don't Think Twice;My Mistakes Were Made For You;Stuck on the puzzle;Postcards from Italy;Midnight in Harlem;Apologies;Good Hold;A Candle’s Fire;Mountain Sound;Time Has Told Me;1957;The Rose With The Broken Neck (feat. Jack White);Stolen Dog;Going Under;Forget You All The Time;Floating Vibes;Lost In The Light;That's What Angels Can Do;The Gardener;Pale Blue Eyes;""Left on Laura;Lake Michigan;The Stable Song;Golden Haze;Someday;Shame;1904;Turquoise;Dirt;Offering;Meet Me in the City;The Man in Me;Taro;Fortune - iambic Remix;Either Way;""Lover;Sugar Mama;Get Right;Daydreaming;It's Beyond Me;Graveyard;""Hell;Suzanne;May This Be Love (Waterfall) - Live From Spotify Austin / Curated By Jim Eno;Forget Me;Line Of Fire;A New Life;Asleep - 2011 Remastered Version;Heroes - 1999 Remastered Version;A New Anhedonia;Now That I Know;20 Years;Girl from the North Country;Reigning Days of Grace;Ain't No Lord;Do Right Woman - Do Right Man [Stereo Version];Over The Ocean;I Know Places;I See Monsters;Down The Line;A Walk;Road;The Shore;Sweet Tides;Out Getting Ribs;Indecision;Lost;""Wake Up;Gone The Bells;Someone You'd Admire;Impossible Germany;Dublin Blues;One Of These Things First;Home Again;Goin' to Acapulco;Please Don't;She Treats Me Well"
37,21,Sad Songs,Fade Into You;Back To Black;My Immortal;Somebody That I Used To Know;To the Moon & Back;Dreaming Of You;Last Kiss;It's Over;Sand And Water;Hurt;I Will Follow You Into The Dark;When I Was Your Man;Cat's In The Cradle;All I Wanna Do Is Make Love To You;I Love You
18,23,✔️,Natural Born Killer;Diamond Eyes;Rose Of Sharyn;I Won't See You Tonight Part 2;Before I Forget;The Stage;The Red;If I Fall;Wrong Side Of Heaven;My Curse;Always;Kimdracula;Eye of the Storm;Beast and the Harlot;The Unforgiven II;Psychosocial;Duality;And All Things Will End;Planets;Requiem
25,24,Twenty one pilots,"Ride;Heathens;Car Radio;Lane Boy;The Judge;""Sucker For Pain (with Wiz Khalifa;All Time Low"
18,27,smooth ,Breakers Roar;Magma;Rawnald Gregory Erickson the Second;HAPPINESS;1-800-273-8255;Kindest Regards;There Will Be Time;The Cave;I Will Wait;Little Lion Man;Believe;Awake My Soul
27,29,groovy,I Like Me Better;Feels;Two High;Mama;Slow Hands;More Than You Know;Wild Thoughts;Summer Air;Degas Park;Back to You (feat. Bebe Rexha & Digital Farm Animals);Most Girls;Bon appétit;You & Me;Get Low (with Liam Payne);Show Me Love - EDX Remix / Radio Edit;Its Every Night Sis;It's Everyday Bro;I'm the One;Broccoli (feat. Lil Yachty);do re mi;Do What I Want;Y.G.M.F.U.;Down;All Night (feat. Knox Fortune);Pretty Girl - Cheat Codes X CADE Remix;I Want You Back;Hit Me Back feat. Blackbear;8TEEN;Strip That Down;Sorry Not Sorry;Fetish (feat. Gucci Mane);Rich Love (with Seeb);Your Song;Look What You Made Me Do;What Lovers Do (feat. SZA);When You're Gone;Lean on Me;Havana;I'll Be There For You;Make Me... (feat. G-Eazy)
44,30,Garage Rock,"Take My Side;Everyday it Starts;Content Nausea;Urban Ease;Slide Machine;Kevlar Walls;Pretty Machines;Psycho Structures;The Map;These Boots Are Made for Walkin';Insufferable;No Concept;Uncast Shadow of a Southern Myth;Bodies Made Of;Black And White;Dear Ramona;What Color Is Blood;Vienna II;Always Back In Town;She's Rolling;Sunbathing Animal;Up All Night;Instant Disassembly;Ducking And Dodging;Raw Milk;Into The Garden;Everyday it Starts;Content Nausea;Urban Ease;Slide Machine;Kevlar Walls;Pretty Machines;Psycho Structures;The Map;These Boots Are Made for Walkin';Insufferable;No Concept;Uncast Shadow of a Southern Myth;Master Of My Craft;Borrowed Time;Donuts Only;Yr No Stoner;Yonder Is Closer to the Heart;Careers In Combat;Light Up Gold I;""Light Up Gold;N Dakota;Stoned And Starving;No Ideas;Caster Of Worthless Spells;Disney P.T.;Tears O Plenty;Picture Of Health;Danger in the Club;Best of Friends;Step Up for the Cool Cats;All the Garden Birds;Rattlesnake Highway;Chicken Dippers;Last of the Summer Wine;Tom the Drum;Johnny Bagga' Donuts;We Found Love;3 Stars;14;Southern Comfort;The Righteous One;Dirty Sheets;Bathroom Tile Blues;Gotta Get Down;Let It Burn;Who Needs You;Norman;Always N Forever;Blood Bubbles;North Ave.;Lays At Rest;Mallrats (La La La);Halloween All Year;All The Cool Kids;Suspended;Painted Faces and Long Hair;Hallway Homicide;In My Bed;Never Ever;Live No One Else;Ancient Egypt;Under The Flowers;The Nights of Wine and Roses;Fire's Highway;Evil's Sway;For the Love of Ivy;Adrenaline Nightshift;Younger Us;The House That Heaven Built;Continuous Thunder;Ecce Homo;Still Life With Hot Deuce On Silver Platter;Upon Viewing Oregon's Landscape With The Flood Of Detritus;Food Fight!;My Eating Disorder;Titus Andronicus vs. The Absurd Universe (3rd Round KO);In A Big City;In A Small Body;(I Am The) Electric Man;Tried To Quit Smoking;A More Perfect Union;Titus Andronicus Forever;No Future Part Three: Escape From No Future;Richard II Or Extraordinary Popular Dimensions And The Madness Of Crowds (Responsible Hate Anthem);A Pot In Which To Piss;Four Score And Seven;""Theme From “Cheers"""""";To Old Friends And New;...And Ever;The Battle Of Hampton Roads;Wales;Separate Songs;Misprint;Tiny Prayers;All My Home;Most Likely A Spy;No Castle;The Future;It's Not;D;Let's Blow Up The Sun;Civil Inattention;Kind Of Comfort;In Perpetuity Throughout The Universe;New Old;Quit;The Plan;Adventure Tortoise;The End;Bogus Journey;(Castle) Numbskull;Wolf Dix Rd.;Prototypes;Spooky Action At A Distance;Sounds Like A Pretty Brutal Murder;A Serious House On Serious Earth;True Miserable Experience;Don't Drive Angry;Whatever Happened To The Man Of Tomorrow?;Cutesy Monster Man;Time Keeps On Slipping Into the (Cosmic) Future;Timecop;I Always Never Said That;Black Friday;""Know What I Mean;Awes-nificent;In One Ear;Bustin' (Makes Me Feel Good);Every Town Has an Elm Street;A Message to the Angels Pt. II (Brainless God);Buried Alive"
23,31,Running 2.0,"On My Mind;Sugar (feat. Francesco Yates);Ghost - Lost Kings Remix;Lost And Found;Ain't Nobody (Loves Me Better);Wild Things;Ohio - filous Remix;Try Me (feat. Jennifer Lopez & Matoma);Roses;Hold Me Up;Luxury;Outside;Hold On - Radio Edit;Something In The Way You Move;Cake By The Ocean;Love Myself;Intoxicated - New Radio Mix;Hold My Hand;Peanut Butter Jelly;Sorry;Praise You;Easy Love;Nobody To Love;2 Heads;Riptide - FlicFlac Edit;Lush Life;Stole the Show;Valerie - Version Revisited;Whip It!;Focus;Be Right There;Stick Around;King;Perfect;Say My Name (feat. Zyra) - RAC Mix;I Took A Pill In Ibiza - Seeb Remix;Book Of Love;Cooler Than Me - Single Mix;Light It Up (feat. Nyla & Fuse ODG) - Remix;Here for You;Old Guitar;Journey Feat. Emma Carn - Radio Mix;Hands To Myself - KANDY Remix;Help Our Souls (Urban Contact Radio Edit);Higher;Straight Outta Line - Sunset Child Radio Edit;#ThisCouldBeUs;Somebody to Love Me;You - Radio Edit;Crave;Nobody Does It Better;My Type;Work from Home;No Money;Kill The Lights (with Nile Rodgers) - Audien Remix;Dying for You (feat. Alex Aris);Wrapped Up;Golden Light (feat. 6AM);""CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's """"TROLLS"""")"";Heaven;Oceans;Coming Over - filous Remix;Remind Me - Steve James Remix;Gone - Nicolas Haelg Remix;Where I Wanna Be;Time (feat. Kyle Reynolds);Don't Stop Me Now - Remastered;Wonderful Life [Mi Oh My];Hvar - Radio Edit;Lighthearted;Give Me Sunshine - Spada Edit Cut;Bright - Lost Kings Remix;Daft Punk;Me Too;Don't Worry;False Alarm;This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners;Carry Me;This Is What You Came For;Greenlight;Once In a While;Final Song;Give It To Me Twice (feat. Sean Kingston & Rich The Kid);Kids;Back 2 U;Kill Em With Kindness;Cheap Thrills;That Love;Hymn For The Weekend - Seeb Remix;Live Life;Sax;Wild Horses - Sam Feldt Remix;Sweet Lovin' - Radio Edit;Classic;I'm Taking You With Me;Shape of You - Galantis Remix;Stay (with Alessia Cara)"
48,32,acoustic,"Mess Is Mine;Budapest;Rude (Acoustic);Pumpin Blood - Acoustic;Ho Hey;Riptide;Drive;Wake Me Up - Acoustic;Apologize (Acoustic Version);Home;Breakeven (Acoustic);Let Her Go;Wonderwall;No One's Gonna Love You - Live from Spotify Sweden;Another Love - Live from Spotify (SXSW);Bubbly - Solo Acoustic;Free;Song For Zula (Live From Spotify London);Creep - Acoustic;Your Body Is a Wonderland;Everlong - Acoustic Version;Bonfire Heart;Don't You Worry Child (Acoustic Version) [feat. John Martin];Titanium Acoustic Cover;Knocking On Heaven's Door;Radioactive;Skinny Love;Don't Know Why;Come Away With Me;Stay - Album Version (Edited);Billie Jean;Higher Ground - Live/1995;Wild World - Acoustic Version;Free Fallin' - Live at the Nokia Theatre;Slow Dancing in a Burning Room - Live at the Nokia Theatre;Waiting On the World to Change - Live at the Nokia Theatre;Powerful Stuff;Wrecking Ball - Acoustic;1957;First Day Of My Life;Chandelier - Piano Version;My Silver Lining;Guantanamera;Knockin' On Heaven's Door - Remastered;Somebody That I Used to Know;Hallelujah - Acoustic Version;Stolen Dance - Live From Spotify Berlin / 2014;""Take Me To Church - Live From Spotify;""Sitting;Banana Pancakes;Too Close;You Found Me;Save Tonight;Tennis Court;Royals;Team;Mad World;Let Her Go;Titanium;Riptide;Stay With Me;Halo;Hold On;Always Alright;Hang Loose;Would You Fight For My Love?;Love Interruption;Goin' Home;Twenty Miles;Ashamed;Baltimore Blues No. 1;The Way We Move;Frankie's Gun!;A Little Bit of Everything;That Western Skyline;Don't Wanna Fight;I See Fire;Snake Eyes;Where Did You Sleep Last Night?;Where Did You Sleep Last Night;Take It All;S.O.B.;I'm Going to Live the Life I Sing About in My Song;""Angel Of Small Death & The Codeine Scene - Live From Spotify;Cherry Wine - Live;Tamacun;Stairway To Heaven;The Soundmaker;Diablo Rojo;Hanuman;The Russian Messenger;Orion;Fram;Tamacun;The Soundmaker;Torito;Sunday Neurosis;Dream On - Dave Clarke Acoustic Version;Once I Was 7 Years Old;Once I Was 7 Years Old;Bartholomew;Shield Your Eyes - Acoustic;Things Are Changin' - Live [Solo Acoustic];High Hope;Bury Your Burdens In The Ground;""All Night Thing - Recorded Live At Sixth & I Historic Synagogue"
12,33,morning,"Chan Chan;De Camino a La Vereda;Isn't She Lovely;You Are The Sunshine Of My Life;September;Love's Holiday;""Summer Breeze;The Girl From Ipanema;Momento;I Need a Dollar;Green Lights;You Make Me Smile;Easy - Extended Version;Video Games;Blue Jeans;The High Road;Float On"
27,34,good good,Overload - The Chainsmokers Remix;Let You Go - Radio Edit;Roses;Intoxicated - New Radio Mix;Until You Were Gone;Close To Your Love;Young Hearts - The Chainsmokers Remix;Like a Drum - The Chainsmokers Remix;Twenty-Something (Lucian Remix);Gold;Hello;Walk This Way;Pilgrim;Blue Hunnids;Powerful (feat. Ellie Goulding & Tarrus Riley);Lay It All On Me (feat. Ed Sheeran);Hold Me Up;Let It Out;Nothing Left;Ain't Nobody (Loves Me Better);We Don't Have To Take Our Clothes Off;Headlights (feat. Ilsey);Army;Stole the Show;WILD;Try Me (feat. Jennifer Lopez & Matoma);Nikki;Till The End;I Think I'm In Love;Here It Is (feat. Chris Brown);Someone Else;This Joint;Lights Down Low;Sitting Pretty (feat. Wiz Khalifa);Right Where You Want Me - Radio Edit Version;Drifting;All I Need Is Your Love;Marilyn (feat. Dominique Le Jeune);Kaleidoscope Love - Kaytranada Edition;I Don't Wanna Be In Love (Dance Floor Anthem);Running Out;Overdose;How I Want Ya - Dawin Remix;Working For It - Bonus Track;Automatic;The Way (feat. Chance the Rapper);My Blood;I Know You Care;Stay;Where You Are;Emotional;Back To Earth - The Chainsmokers Remix;2 Heads;Never Forget You;Change My Mind;Waiting All Night (feat. Ella Eyre);Tenerife Sea;Lisztomania;Body On Me - Main;Breakdown;Never Be Like You;Kamikaze;Wild Things;Don't Let Me Down;I’m Yours;Vultures - JPB Remix;Afterhours feat. Diplo & Nina Sky;Roller;Shotgun - Original Mix;Movin' Bass - GTA Remix;We Are the People;Creep;You Know I'm No Good;Flightless Bird/American Mouth;I'll Be Good;Capsize;Bridges;Sun;Déjà vu;Places
